,driver,midrace_pos,high_pos,low_pos,avg_pos,pass_dif,GF_Passes,GF_Passed,quality_passes,quality_pass_pct,fast_lap,top15_laps,top15_lap_pct,laps_led,LL_pct,total_laps,driver_rating,race_num,year,start,finish,laps,pos_dif,finishpoints,DFS,DfsRank
2801,Clint Bowyer,30,1,40,28,0,104,104,35,33.7,2,36,17.2,0,0.0,209,58.2,1,2020,29,6,209,23,38,61.9,6
2802,Corey LaJoie,33,1,40,26,20,132,112,20,15.2,1,33,15.8,1,0.5,209,57.3,1,2020,36,8,209,28,36,64.7,5
2803,Kyle Larson,24,1,38,23,-30,123,153,42,34.2,3,37,17.7,0,0.0,209,63.8,1,2020,8,10,209,-2,34,33.35,16
2804,Austin Dillon,12,1,31,16,-13,241,254,158,65.6,6,85,40.7,0,0.0,209,81.1,1,2020,13,12,209,1,31,34.7,15
2805,Michael McDowell,27,1,39,23,17,138,121,33,23.9,11,43,20.6,1,0.5,209,64.8,1,2020,26,14,209,12,29,46.2,11
2806,Brennan Poole,35,8,40,32,-2,74,76,1,1.4,3,8,3.8,0,0.0,209,38.8,1,2020,34,16,209,18,27,46.35,10
2807,Erik Jones,23,1,40,23,-36,146,182,74,50.7,6,56,26.8,0,0.0,208,61.6,1,2020,14,18,208,-4,25,23.7,20
2808,"Ricky Stenhouse, Jr.",2,1,36,11,-14,187,201,141,75.4,1,154,73.7,24,11.7,206,84.8,1,2020,1,20,206,-19,23,10.45,27
2809,Aric Almirola,31,1,35,16,-8,205,213,128,62.4,1,109,52.2,6,2.9,205,67.4,1,2020,5,22,205,-17,20,4.95,29
2810,Alex Bowman,14,1,30,14,-17,230,247,170,73.9,3,122,58.4,3,1.5,203,86.7,1,2020,2,24,203,-22,18,-1.9,32
2811,Joey Logano,11,1,35,9,6,254,248,228,89.8,4,187,89.5,6,3.0,200,91.0,1,2020,3,26,200,-23,16,-3.7,34
2812,Tyler Reddick,17,1,35,18,37,245,208,89,36.3,7,51,24.4,0,0.0,199,73.4,1,2020,22,28,199,-6,14,11.15,26
2813,Ty Dillon,18,1,31,15,31,271,240,158,58.3,9,123,58.9,0,0.0,198,79.6,1,2020,24,30,198,-6,12,10.05,28
2814,"Martin Truex, Jr.",4,1,40,22,2,88,86,32,36.4,9,75,35.9,0,0.0,186,68.0,1,2020,15,32,186,-17,9,-3.95,35
2815,Kyle Busch,3,1,40,17,-35,113,148,88,77.9,0,114,54.6,14,7.6,184,76.5,1,2020,28,34,184,-6,7,4.5,30
2816,Brad Keselowski,7,1,19,11,-14,203,217,184,90.6,0,179,85.7,30,16.4,183,89.7,1,2020,9,36,183,-27,5,-14.5,37
2817,B.J. McLeod,38,3,40,34,-1,52,53,0,0.0,2,6,2.9,0,0.0,105,29.7,1,2020,38,38,105,0,3,3.9,31
2818,William Byron,40,1,30,32,-7,47,54,34,72.3,0,44,21.1,0,0.0,58,64.2,1,2020,4,40,58,-36,1,-35.0,40
2819,Joey Logano,10,1,20,4,-6,73,79,57,78.1,12,262,98.1,54,20.2,267,124.2,2,2020,5,1,267,4,45,67.9,3
2820,"Ricky Stenhouse, Jr.",1,1,30,15,12,132,120,29,22.0,0,120,44.9,30,11.2,267,84.9,2,2020,26,3,267,23,41,71.5,1
2821,Jimmie Johnson,12,2,28,10,12,111,99,79,71.2,11,245,91.8,0,0.0,267,100.5,2,2020,18,5,267,13,39,56.95,6
2822,Brad Keselowski,18,3,24,11,4,113,109,70,62.0,8,193,72.3,0,0.0,267,94.3,2,2020,8,7,267,1,37,41.6,9
2823,Kyle Larson,13,2,27,10,3,115,112,75,65.2,5,249,93.3,0,0.0,267,95.9,2,2020,6,9,267,-3,35,34.25,14
2824,Ryan Blaney,7,1,14,4,2,69,67,62,89.9,18,267,100.0,19,7.1,267,114.1,2,2020,7,11,267,-4,32,40.85,10
2825,Alex Bowman,11,2,21,8,6,129,123,104,80.6,18,263,98.5,0,0.0,267,98.4,2,2020,12,13,267,-1,30,37.1,13
2826,Kyle Busch,14,1,31,14,6,110,104,48,43.6,1,181,67.8,0,0.0,267,78.6,2,2020,1,15,267,-14,28,14.45,24
2827,Denny Hamlin,28,4,31,21,6,141,135,27,19.2,0,75,28.1,0,0.0,267,63.2,2,2020,4,17,267,-13,26,13.0,26
2828,Cole Custer,31,16,31,27,-9,66,75,0,0.0,1,0,0.0,0,0.0,267,51.2,2,2020,17,19,267,-2,24,22.45,20
2829,Aric Almirola,15,5,28,15,-16,75,91,44,58.7,3,172,64.4,0,0.0,267,78.9,2,2020,14,21,267,-7,21,15.35,23
2830,Erik Jones,23,8,32,22,10,126,116,9,7.1,1,12,4.5,0,0.0,267,54.7,2,2020,16,23,267,-7,19,12.45,27
2831,Kurt Busch,17,4,27,17,-19,90,109,49,54.4,3,159,59.6,0,0.0,266,69.1,2,2020,13,25,266,-12,17,6.35,30
2832,Ross Chastain,16,5,27,17,-20,106,126,44,41.5,4,149,55.8,0,0.0,265,68.1,2,2020,15,27,265,-12,15,4.8,32
2833,Brennan Poole,29,8,34,30,3,23,20,0,0.0,0,2,0.8,0,0.0,264,39.5,2,2020,33,29,264,4,13,17.0,22
2834,Joey Gase,33,31,36,34,-2,13,15,0,0.0,0,0,0.0,0,0.0,258,32.2,2,2020,31,31,258,0,10,10.0,28
2835,Christopher Bell,27,13,34,27,7,66,59,0,0.0,1,2,0.8,0,0.0,257,43.7,2,2020,22,33,257,-11,8,-2.55,34
2836,Garrett Smithley,37,34,38,37,1,7,6,0,0.0,0,0,0.0,0,0.0,252,25.5,2,2020,34,35,252,-1,6,5.0,31
2837,Ryan Preece,26,2,28,23,8,148,140,9,6.1,0,13,4.9,0,0.0,222,49.0,2,2020,20,37,222,-17,4,-13.0,35
2838,Matt DiBenedetto,21,2,27,14,18,105,87,45,42.9,0,115,43.1,0,0.0,267,91.7,2,2020,19,2,267,17,42,59.0,4
2839,Austin Dillon,19,1,22,13,-8,103,111,50,48.5,1,203,76.0,1,0.4,267,89.7,2,2020,21,4,267,17,40,57.7,5
2840,Bubba Wallace,24,5,29,22,1,107,106,5,4.7,0,8,3.0,0,0.0,267,65.0,2,2020,27,6,267,21,38,59.0,4
2841,Kevin Harvick,9,1,22,3,0,76,76,50,65.8,31,263,98.5,92,34.5,267,125.8,2,2020,3,8,267,-5,36,67.95,2
2842,Ty Dillon,3,3,28,20,5,131,126,24,18.3,1,31,11.6,0,0.0,267,68.2,2,2020,24,10,267,14,34,48.45,7
2843,Clint Bowyer,20,6,24,16,-14,122,136,52,42.6,0,122,45.7,0,0.0,267,75.5,2,2020,9,12,267,-3,31,28.0,16
2844,Chris Buescher,22,11,26,19,-5,122,127,23,18.9,2,31,11.6,0,0.0,267,71.7,2,2020,23,14,267,9,29,38.9,12
2845,Corey LaJoie,4,4,31,25,12,88,76,12,13.6,2,24,9.0,0,0.0,267,52.2,2,2020,30,16,267,14,27,41.9,8
2846,Tyler Reddick,25,3,29,18,-10,155,165,44,28.4,0,88,33.0,0,0.0,267,67.7,2,2020,25,18,267,7,25,32.0,15
2847,"Martin Truex, Jr.",5,1,28,8,8,103,95,61,59.2,18,212,79.4,1,0.4,267,93.1,2,2020,2,20,267,-18,23,13.35,25
2848,William Byron,8,2,23,8,4,129,125,109,84.5,35,254,95.1,0,0.0,267,99.9,2,2020,11,22,267,-11,20,24.75,17
2849,John Hunter Nemechek,2,1,30,20,-7,125,132,15,12.0,2,72,27.0,0,0.0,267,57.5,2,2020,29,24,267,5,18,23.9,18
2850,Chase Elliott,6,1,27,7,5,84,79,72,85.7,48,218,81.7,70,26.3,266,107.1,2,2020,10,26,266,-16,16,39.1,11
2851,J.J. Yeley,30,18,37,30,-3,18,21,0,0.0,0,0,0.0,0,0.0,264,41.7,2,2020,37,28,264,9,14,23.0,19
2852,Daniel Suarez,32,28,38,32,6,9,3,0,0.0,2,0,0.0,0,0.0,263,34.2,2,2020,35,30,263,5,12,17.9,21
2853,Quin Houff,34,27,35,33,-5,16,21,0,0.0,0,0,0.0,0,0.0,258,33.3,2,2020,32,32,258,0,9,9.0,29
2854,Reed Sorenson,36,32,36,34,3,11,8,0,0.0,0,0,0.0,0,0.0,253,31.8,2,2020,36,34,253,2,7,9.0,29
2855,Michael McDowell,38,19,38,36,-14,21,35,0,0.0,1,0,0.0,0,0.0,245,37.6,2,2020,28,36,245,-8,5,-2.55,34
2856,Timmy Hill,35,35,38,36,-1,5,6,0,0.0,2,0,0.0,0,0.0,175,25.4,2,2020,38,38,175,0,3,3.9,33
2857,Alex Bowman,3,1,7,2,6,59,53,48,81.4,66,200,100.0,110,55.0,200,149.3,3,2020,3,1,200,2,45,104.2,1
2858,Kurt Busch,15,2,21,9,21,122,101,80,65.6,11,172,86.0,0,0.0,200,108.2,3,2020,4,3,200,1,41,46.95,9
2859,Brad Keselowski,4,1,21,9,16,166,150,96,57.8,11,188,94.0,6,3.0,200,104.7,3,2020,15,5,200,10,39,55.45,5
2860,Jimmie Johnson,2,1,17,4,-8,68,76,50,73.5,8,199,99.5,10,5.0,200,111.5,3,2020,2,7,200,-5,37,38.1,11
2861,Kevin Harvick,11,4,21,11,-16,153,169,90,58.8,1,196,98.0,0,0.0,200,85.9,3,2020,5,9,200,-4,35,31.45,15
2862,Tyler Reddick,14,5,24,14,8,141,133,71,50.4,0,125,62.5,0,0.0,200,80.0,3,2020,19,11,200,8,32,40.0,10
2863,Matt DiBenedetto,13,4,24,12,-6,101,107,50,49.5,0,111,55.5,0,0.0,200,82.7,3,2020,12,13,200,-1,30,29.0,16
2864,William Byron,8,1,22,14,18,165,147,61,37.0,2,112,56.0,1,0.5,200,76.5,3,2020,21,15,200,6,28,35.15,13
2865,Ross Chastain,23,11,28,19,9,145,136,25,17.2,0,42,21.0,0,0.0,200,66.0,3,2020,27,17,200,10,26,36.0,12
2866,Ryan Blaney,1,1,21,3,-3,81,84,67,82.7,38,197,99.0,54,27.1,199,112.8,3,2020,16,19,199,-3,24,51.6,7
2867,Kyle Larson,27,5,37,23,-10,96,106,20,20.8,1,32,16.1,0,0.0,199,66.4,3,2020,9,21,199,-12,21,9.45,27
2868,Clint Bowyer,25,1,28,18,-14,110,124,31,28.2,1,57,28.6,10,5.0,199,65.4,3,2020,1,23,199,-22,19,-0.05,34
2869,John Hunter Nemechek,22,3,30,25,-5,115,120,3,2.6,3,2,1.0,0,0.0,199,49.6,3,2020,23,25,199,-2,17,16.35,22
2870,Bubba Wallace,29,8,35,27,-13,65,78,6,9.2,1,2,1.0,0,0.0,198,52.6,3,2020,14,27,198,-13,15,2.45,32
2871,Corey LaJoie,30,18,34,29,-2,53,55,0,0.0,1,0,0.0,0,0.0,197,41.4,3,2020,26,29,197,-3,13,10.45,25
2872,J.J. Yeley,31,10,33,31,-9,50,59,3,6.0,0,0,0.0,0,0.0,197,37.3,3,2020,30,31,197,-1,10,9.0,28
2873,Joey Gase,33,26,36,34,-1,41,42,0,0.0,0,0,0.0,0,0.0,193,33.2,3,2020,34,33,193,1,8,9.0,28
2874,Quin Houff,34,33,38,35,2,27,25,0,0.0,0,0,0.0,0,0.0,192,27.7,3,2020,35,35,192,0,6,6.0,29
2875,Timmy Hill,37,36,38,37,1,6,5,0,0.0,0,0,0.0,0,0.0,184,24.2,3,2020,37,37,184,0,4,4.0,30
2876,Kyle Busch,9,2,26,9,22,200,178,102,51.0,8,183,91.5,0,0.0,200,108.7,3,2020,17,2,200,15,42,60.6,2
2877,Chase Elliott,5,3,28,8,10,180,170,103,57.2,5,192,96.0,0,0.0,200,111.6,3,2020,13,4,200,9,40,51.25,8
2878,Denny Hamlin,10,1,31,10,24,174,150,93,53.4,1,170,85.0,0,0.0,200,93.3,3,2020,28,6,200,22,38,60.45,3
2879,Aric Almirola,17,4,20,10,5,148,143,93,62.8,0,188,94.0,0,0.0,200,94.7,3,2020,6,8,200,-2,36,34.0,14
2880,Erik Jones,12,7,31,13,22,192,170,85,44.3,3,169,84.5,0,0.0,200,84.6,3,2020,29,10,200,19,34,54.35,6
2881,Joey Logano,6,2,27,10,-12,131,143,88,67.2,1,193,96.5,0,0.0,200,86.4,3,2020,7,12,200,-5,31,26.45,17
2882,"Martin Truex, Jr.",7,1,38,9,10,169,159,87,51.5,5,185,92.5,3,1.5,200,94.1,3,2020,38,14,200,24,29,56.0,4
2883,Chris Buescher,16,2,30,17,-8,135,143,41,30.4,0,21,10.5,0,0.0,200,69.3,3,2020,11,16,200,-5,27,22.0,19
2884,Cole Custer,18,13,31,21,-8,120,128,4,3.3,0,4,2.0,0,0.0,199,62.8,3,2020,18,18,199,0,25,25.0,18
2885,"Ricky Stenhouse, Jr.",26,1,29,22,10,115,105,11,9.6,3,14,7.0,6,3.0,199,58.2,3,2020,10,20,199,-10,23,15.85,23
2886,Michael McDowell,20,7,32,22,-17,80,97,5,6.2,0,9,4.5,0,0.0,199,56.2,3,2020,8,22,199,-14,20,6.0,29
2887,Austin Dillon,19,9,28,18,-4,163,167,22,13.5,1,28,14.1,0,0.0,199,63.6,3,2020,25,24,199,1,18,19.45,20
2888,Ty Dillon,21,3,32,25,-12,81,93,4,4.9,1,4,2.0,0,0.0,199,48.1,3,2020,24,26,199,-2,16,14.45,24
2889,Daniel Suarez,24,7,31,28,-7,94,101,4,4.3,1,2,1.0,0,0.0,198,41.8,3,2020,31,28,198,3,14,17.45,21
2890,Ryan Preece,28,6,31,28,6,91,85,2,2.2,0,2,1.0,0,0.0,197,44.3,3,2020,20,30,197,-10,12,2.0,33
2891,Brennan Poole,32,30,36,32,-9,17,26,0,0.0,3,0,0.0,0,0.0,195,37.0,3,2020,32,32,195,0,9,10.35,26
2892,Garrett Smithley,35,28,36,35,3,39,36,0,0.0,0,0,0.0,0,0.0,193,31.0,3,2020,36,34,193,2,7,9.0,28
2893,Reed Sorenson,36,28,37,36,-6,23,29,0,0.0,2,0,0.0,0,0.0,191,27.5,3,2020,33,36,191,-3,5,2.9,31
2894,Christopher Bell,38,15,34,33,-24,52,76,3,5.8,8,1,1.2,0,0.0,80,40.1,3,2020,22,38,80,-16,3,-9.4,35
2895,Joey Logano,11,1,28,6,56,82,26,57,69.5,25,304,96.2,60,19.0,316,121.7,4,2020,13,1,316,12,45,83.25,2
2896,Kyle Busch,4,2,16,6,20,86,66,74,86.0,9,315,99.7,0,0.0,316,111.2,4,2020,10,3,316,7,41,52.05,5
2897,Clint Bowyer,6,2,20,11,22,103,81,86,83.5,0,282,89.2,0,0.0,316,94.7,4,2020,18,5,316,13,39,52.0,6
2898,Chase Elliott,29,1,29,7,-4,70,74,52,74.3,60,264,83.5,93,29.4,316,127.2,4,2020,1,7,316,-6,37,81.25,3
2899,Cole Custer,10,6,23,14,4,80,76,48,60.0,0,195,61.7,0,0.0,316,78.8,4,2020,16,9,316,7,35,42.0,7
2900,Brad Keselowski,1,1,32,6,16,52,36,45,86.5,30,292,92.4,82,25.9,316,114.8,4,2020,14,11,316,3,32,69.0,4
2901,Matt DiBenedetto,16,3,23,11,8,86,78,65,75.6,0,239,75.6,0,0.0,316,86.5,4,2020,9,13,316,-4,30,26.0,19
2902,Ty Dillon,20,10,28,21,10,91,81,8,8.8,0,21,6.6,0,0.0,316,62.8,4,2020,25,15,316,10,28,38.0,12
2903,Chris Buescher,23,1,27,22,-10,85,95,2,2.4,1,14,4.4,1,0.3,316,59.1,4,2020,23,17,316,6,26,32.7,16
2904,Bubba Wallace,32,7,35,27,-18,45,63,3,6.7,3,10,3.2,0,0.0,316,53.6,4,2020,27,19,316,8,24,33.35,15
2905,Daniel Suarez,27,7,32,27,-28,52,80,1,1.9,0,4,1.3,0,0.0,316,45.3,4,2020,31,21,316,10,21,31.0,17
2906,Ross Chastain,14,10,25,18,1,92,91,17,18.5,0,89,28.2,0,0.0,316,64.2,4,2020,24,23,316,1,19,20.0,23
2907,John Hunter Nemechek,15,11,32,20,1,97,96,7,7.2,0,47,14.9,0,0.0,316,60.0,4,2020,26,25,316,1,17,18.0,24
2908,Corey LaJoie,21,9,31,24,-36,65,101,4,6.2,1,9,2.8,0,0.0,316,46.9,4,2020,28,27,316,1,15,16.45,27
2909,Joey Gase,28,28,38,32,1,12,11,0,0.0,2,0,0.0,0,0.0,313,33.8,4,2020,37,29,313,8,13,21.9,22
2910,Brennan Poole,30,13,35,32,-7,8,15,0,0.0,1,1,0.3,0,0.0,292,37.1,4,2020,32,31,292,1,10,11.45,28
2911,Tyler Reddick,5,2,31,14,8,58,50,32,55.2,11,207,78.4,0,0.0,264,79.1,4,2020,29,33,264,-4,8,8.95,30
2912,Garrett Smithley,35,34,38,35,-1,2,3,0,0.0,1,0,0.0,0,0.0,181,27.8,4,2020,36,35,181,1,6,7.45,32
2913,Ryan Blaney,37,3,32,31,-11,11,22,11,100.0,1,63,96.9,0,0.0,65,51.5,4,2020,5,37,65,-32,4,-27.55,38
2914,Kevin Harvick,2,1,14,3,17,45,28,44,97.8,57,316,100.0,67,21.2,316,132.6,4,2020,2,2,316,0,42,84.4,1
2915,Kyle Larson,9,1,25,10,5,77,72,59,76.6,0,274,86.7,2,0.6,316,99.5,4,2020,4,4,316,0,40,40.5,9
2916,Kurt Busch,18,5,25,14,-2,71,73,34,47.9,0,196,62.0,0,0.0,316,83.2,4,2020,7,6,316,1,38,39.0,11
2917,Aric Almirola,7,4,19,9,15,103,88,85,82.5,2,305,96.5,0,0.0,316,100.3,4,2020,6,8,316,-2,36,34.9,13
2918,William Byron,12,3,22,13,3,63,60,49,77.8,0,245,77.5,0,0.0,316,83.7,4,2020,17,10,316,7,34,41.0,8
2919,Jimmie Johnson,8,4,26,13,-7,80,87,57,71.2,0,226,71.5,0,0.0,316,78.7,4,2020,21,12,316,9,31,40.0,10
2920,Alex Bowman,17,4,22,13,-8,98,106,61,62.2,3,199,63.0,0,0.0,316,80.2,4,2020,8,14,316,-6,29,24.35,20
2921,Michael McDowell,25,10,31,25,-9,78,87,3,3.8,1,9,2.8,0,0.0,316,53.6,4,2020,22,16,316,6,27,33.45,14
2922,Ryan Preece,24,10,33,23,-1,94,95,7,7.4,0,20,6.3,0,0.0,316,57.7,4,2020,20,18,316,2,25,27.0,18
2923,Denny Hamlin,31,2,33,24,-1,17,18,2,11.8,6,66,20.9,0,0.0,316,63.1,4,2020,3,20,316,-17,23,8.7,31
2924,"Ricky Stenhouse, Jr.",22,13,33,22,1,88,87,4,4.5,0,4,1.3,0,0.0,316,60.5,4,2020,19,22,316,-3,20,17.0,26
2925,Christopher Bell,19,5,32,20,-11,76,87,14,18.4,3,25,7.9,0,0.0,316,60.6,4,2020,15,24,316,-9,18,10.35,29
2926,J.J. Yeley,26,3,34,28,0,34,34,0,0.0,2,2,0.6,0,0.0,316,43.0,4,2020,33,26,316,7,16,23.9,21
2927,Erik Jones,13,2,31,15,-12,40,52,35,87.5,1,249,79.6,0,0.0,313,71.7,4,2020,11,28,313,-17,14,-2.55,36
2928,Reed Sorenson,34,30,35,33,4,5,1,0,0.0,2,0,0.0,0,0.0,312,33.3,4,2020,35,30,312,5,12,17.9,25
2929,"Martin Truex, Jr.",3,1,29,11,14,61,47,33,54.1,8,231,81.9,11,3.9,282,84.6,4,2020,12,32,282,-20,9,-4.65,37
2930,Quin Houff,33,32,36,34,-4,6,10,0,0.0,0,0,0.0,0,0.0,208,32.7,4,2020,34,34,208,0,7,7.0,33
2931,Austin Dillon,36,6,35,31,-29,25,54,0,0.0,12,17,13.2,0,0.0,129,38.7,4,2020,30,36,129,-6,5,4.4,34
2932,Timmy Hill,38,37,38,38,-1,3,4,0,0.0,0,0,0.0,0,0.0,51,23.2,4,2020,38,38,51,0,3,3.0,35
2933,Kevin Harvick,1,1,16,2,1,14,13,14,100.0,77,292,99.7,159,54.3,293,147.3,5,2020,6,1,293,5,45,124.4,1
2934,Kurt Busch,4,2,28,9,14,40,26,26,65.0,10,202,68.9,0,0.0,293,107.1,5,2020,22,3,293,19,41,64.5,3
2935,Denny Hamlin,3,2,31,6,1,27,26,27,100.0,14,282,96.3,0,0.0,293,109.9,5,2020,10,5,293,5,39,50.3,7
2936,Tyler Reddick,6,5,31,13,38,73,35,32,43.8,9,196,66.9,0,0.0,293,94.7,5,2020,29,7,293,22,37,63.05,4
2937,John Hunter Nemechek,14,8,34,18,-1,41,42,18,43.9,0,128,43.7,0,0.0,293,76.3,5,2020,34,9,293,25,35,60.0,5
2938,Austin Dillon,21,10,29,17,-13,38,51,13,34.2,0,109,37.2,0,0.0,293,75.3,5,2020,16,11,293,5,32,37.0,13
2939,Brad Keselowski,7,1,13,4,-15,12,27,12,100.0,26,293,100.0,80,27.3,293,110.4,5,2020,1,13,293,-12,30,49.7,8
2940,Ryan Newman,12,9,31,16,24,65,41,25,38.5,0,130,44.4,0,0.0,293,77.3,5,2020,21,15,293,6,28,34.0,14
2941,Clint Bowyer,5,1,18,9,1,34,33,25,73.5,2,272,92.8,0,0.0,293,88.0,5,2020,13,17,293,-4,26,22.9,20
2942,Ty Dillon,26,5,33,24,-8,58,66,0,0.0,0,11,3.8,0,0.0,293,58.3,5,2020,33,19,293,14,24,38.0,11
2943,Bubba Wallace,25,5,27,21,-16,45,61,1,2.2,0,3,1.0,0,0.0,293,59.5,5,2020,17,21,293,-4,21,17.0,24
2944,Michael McDowell,27,1,31,24,7,43,36,0,0.0,0,11,3.8,0,0.0,293,55.0,5,2020,31,23,293,8,19,27.0,17
2945,Daniel Suarez,30,9,37,28,1,14,13,0,0.0,0,5,1.7,0,0.0,292,47.7,5,2020,37,25,292,12,17,29.0,15
2946,Brennan Poole,28,1,36,30,1,13,12,0,0.0,0,3,1.0,0,0.0,292,45.0,5,2020,35,27,292,8,15,23.0,19
2947,Reed Sorenson,32,26,36,31,-4,4,8,0,0.0,0,0,0.0,0,0.0,291,40.8,5,2020,36,29,291,7,13,20.0,22
2948,Corey LaJoie,24,6,38,26,11,52,41,0,0.0,0,9,3.1,0,0.0,289,46.7,5,2020,19,31,289,-12,10,-2.0,33
2949,Timmy Hill,35,32,38,34,0,9,9,0,0.0,3,0,0.0,0,0.0,286,35.4,5,2020,38,33,286,5,8,14.35,28
2950,William Byron,34,1,35,24,5,17,12,17,100.0,5,106,36.2,3,1.1,279,78.1,5,2020,18,35,279,-17,6,-8.0,37
2951,Garrett Smithley,36,26,37,36,-2,3,5,0,0.0,2,0,0.0,0,0.0,127,29.7,5,2020,26,37,127,-11,4,-6.1,36
2952,B.J. McLeod,39,38,39,39,1,2,1,0,0.0,0,0,0.0,0,0.0,13,26.2,5,2020,39,39,13,0,2,2.0,31
2953,Alex Bowman,2,1,19,3,2,23,21,23,100.0,48,292,99.7,41,14.0,293,126.3,5,2020,2,2,293,0,42,73.85,2
2954,Chase Elliott,13,3,28,9,16,48,32,36,75.0,5,271,92.5,0,0.0,293,102.9,5,2020,11,4,293,7,40,49.25,9
2955,"Martin Truex, Jr.",8,1,31,14,7,48,41,28,58.3,14,174,59.4,0,0.0,293,89.4,5,2020,15,6,293,9,38,53.3,6
2956,Erik Jones,10,5,27,10,10,30,20,29,96.7,1,286,97.6,0,0.0,293,97.1,5,2020,20,8,293,12,36,48.45,10
2957,Matt Kenseth,20,9,26,14,-2,41,43,25,61.0,4,216,73.7,0,0.0,293,83.5,5,2020,12,10,293,2,34,37.8,12
2958,Aric Almirola,16,4,28,13,6,59,53,22,37.3,0,169,57.7,0,0.0,293,84.7,5,2020,5,12,293,-7,31,24.0,18
2959,Matt DiBenedetto,11,3,29,13,-17,35,52,29,82.9,0,225,76.8,0,0.0,293,81.5,5,2020,3,14,293,-11,29,18.0,23
2960,Ryan Blaney,19,7,28,17,-7,57,64,16,28.1,0,95,32.4,0,0.0,293,70.8,5,2020,7,16,293,-9,27,18.0,23
2961,Joey Logano,9,3,30,12,-23,45,68,28,62.2,0,210,71.7,0,0.0,293,82.8,5,2020,9,18,293,-9,25,16.0,26
2962,Ryan Preece,18,3,28,19,6,58,52,12,20.7,0,95,32.4,0,0.0,293,66.2,5,2020,25,20,293,5,23,28.0,16
2963,Cole Custer,22,4,29,20,-20,44,64,7,15.9,0,53,18.1,0,0.0,293,62.5,5,2020,14,22,293,-8,20,12.0,30
2964,Christopher Bell,15,2,31,20,9,53,44,11,20.8,0,53,18.1,0,0.0,293,60.0,5,2020,28,24,293,4,18,22.0,21
2965,Kyle Busch,17,4,32,18,6,58,52,14,24.1,5,103,35.2,0,0.0,292,69.9,5,2020,4,26,292,-22,16,-3.75,34
2966,J.J. Yeley,29,1,31,29,-13,9,22,0,0.0,1,4,1.4,1,0.3,291,43.1,5,2020,30,28,291,2,14,16.7,25
2967,Joey Gase,33,26,36,33,-6,8,14,0,0.0,2,0,0.0,0,0.0,289,38.8,5,2020,32,30,289,2,12,14.9,27
2968,Chris Buescher,23,1,34,26,-17,38,55,0,0.0,0,9,3.1,0,0.0,287,48.5,5,2020,24,32,287,-8,9,1.0,32
2969,Josh Bilicki,31,30,40,34,-4,6,10,0,0.0,2,0,0.0,0,0.0,286,32.3,5,2020,40,34,286,6,7,13.9,29
2970,Quin Houff,38,27,39,37,-3,4,7,0,0.0,0,0,0.0,0,0.0,137,28.3,5,2020,27,36,137,-9,5,-4.0,35
2971,Jimmie Johnson,37,1,23,27,1,4,3,4,100.0,6,88,30.0,9,10.1,89,76.2,5,2020,8,38,89,-30,3,-22.05,39
2972,"Ricky Stenhouse, Jr.",40,23,23,40,1,2,1,0,0.0,0,0,0.0,0,0.0,0,26.0,5,2020,23,40,0,-17,1,-16.0,38
2973,Denny Hamlin,8,1,38,9,22,77,55,44,57.1,8,176,84.6,12,5.8,208,109.4,6,2020,16,1,208,15,45,66.6,2
2974,Kevin Harvick,1,1,21,9,9,73,64,32,43.8,2,159,76.4,10,4.8,208,102.0,6,2020,20,3,208,17,41,61.4,4
2975,Erik Jones,7,1,36,10,37,81,44,37,45.7,10,155,74.5,27,13.0,208,103.2,6,2020,13,5,208,8,39,58.25,5
2976,Aric Almirola,5,3,14,7,14,57,43,48,84.2,1,208,100.0,0,0.0,208,103.6,6,2020,9,7,208,2,37,39.45,12
2977,Matt DiBenedetto,10,2,29,14,6,89,83,42,47.2,1,129,62.0,0,0.0,208,81.5,6,2020,7,9,208,-2,35,33.45,13
2978,Christopher Bell,11,5,31,19,-8,70,78,16,22.9,0,60,28.8,0,0.0,208,69.2,6,2020,24,11,208,13,32,45.0,9
2979,Tyler Reddick,26,10,35,19,18,85,67,13,15.3,5,51,24.5,0,0.0,208,67.5,6,2020,14,13,208,1,30,33.25,14
2980,Kurt Busch,22,6,30,19,6,67,61,17,25.4,2,76,36.5,0,0.0,208,66.9,6,2020,18,15,208,3,28,31.9,17
2981,Michael McDowell,19,7,35,22,-15,62,77,5,8.1,0,16,7.7,0,0.0,208,59.5,6,2020,23,17,208,6,26,32.0,16
2982,Ty Dillon,16,1,28,17,-31,61,92,11,18.0,1,56,26.9,8,3.8,208,64.9,6,2020,2,19,208,-17,24,9.45,27
2983,Ryan Blaney,36,1,36,19,-3,49,52,16,32.7,5,84,40.4,0,0.0,208,94.0,6,2020,5,21,208,-16,21,7.25,30
2984,Chris Buescher,23,2,38,26,-36,39,75,1,2.6,1,13,6.2,0,0.0,208,51.1,6,2020,32,23,208,9,19,28.45,19
2985,"Ricky Stenhouse, Jr.",33,12,39,28,5,47,42,0,0.0,1,1,0.5,0,0.0,207,50.1,6,2020,39,25,207,14,17,31.45,18
2986,Daniel Suarez,28,1,34,27,-27,51,78,2,3.9,0,7,3.4,1,0.5,207,44.2,6,2020,25,27,207,-2,15,13.25,25
2987,Joey Gase,32,23,37,31,-14,29,43,0,0.0,1,0,0.0,0,0.0,207,37.3,6,2020,30,29,207,1,13,14.45,24
